SUBSTANCE(S) ACTIVE(S),P.COMM,SOCIÉTÉ,FABRICANT,SUBSTANCE_ACTIVE_1,SUBSTANCE_UNIT_1,SUBSTANCE_Corr_1,SUBSTANCE_ACTIVE_2,SUBSTANCE_UNIT_2,SUBSTANCE_Corr_2,SUBSTANCE_ACTIVE_3,SUBSTANCE_UNIT_3,SUBSTANCE_Corr_3,SUBSTANCE_ACTIVE_4,SUBSTANCE_UNIT_4,SUBSTANCE_Corr_4,SOCIÉTÉ_CANONIQUE,FABRICANT_CANONIQUE,Status_Glb
DIFLUFENICAN + FLUFENACET + FLURTAMONE,VIGON 420 SC,PROMOCHIMIE,BAYER CROPSCIENCE,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,FLUFENACET,FLUFENACET,FLUFENACET,FLURTAMONE,FLURTAMONE,FLURTAMONE,,,,PROMOCHIMIE,BAYER CROPSCIENCE,Not Approved
DIFLUFENICAN + METSULFURON-MÉTHYL,ALLIANCE,BIOPROTECTION,NUFARM S.A,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,METSULFURON-MÉTHYL,METSULFURON-MÉTHYL,METSULFURON METHYL,,,,,,,BIOPROTECTION,NUFARM S A,
DIFLUFENICAN + METSULFURON-MÉTHYL,POLYMER WG,AGRIPROTEC,NUFARM S.A,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,METSULFURON-MÉTHYL,METSULFURON-MÉTHYL,METSULFURON METHYL,,,,,,,AGRIPROTEC,NUFARM S A,
DIMETHENAMID-P + METAZACHLOR + QUINMERAC,BUTISAN AVANT SE,COTUGRAIN,BASF,DIMETHENAMID-P,DIMETHENAMID-P,DIMETHENAMID-P,METAZACHLOR,METAZACHLOR,METAZACHLORE,QUINMERAC,QUINMERAC,QUINMERAC,,,,COTUGRAIN,BASF,
DIMÉTHOATE,DIMETHON,ETS MEZGHANI,INDUST. QUIMICA KEY,DIMÉTHOATE,DIMÉTHOATE,DIMETHOATE,,,,,,,,,,ETS MEZGHANI,INDUST QUIMICA KEY,Not Approved
DIMETHOMORPHE +MANCOZÈBE,ACROBAT MZ WG,COTUGRAIN IMPEX,BASF,DIMETHOMORPHE,DIMETHOMORPHE,DIMETHOMOPHE,MANCOZÈBE,MANCOZÈBE,MANCOZEBE,,,,,,,COTUGRAIN IMPEX,BASF,Not Approved
DIMÉTHOMORPHE +FLUAZINAM,FOLY STAR 400 SC,SEPCM,AAKO,DIMÉTHOMORPHE,DIMÉTHOMORPHE,DIMETHOMOPHE,FLUAZINAM,FLUAZINAM,FLUAZINAM,,,,,,,SEPCM,AAKO,Not Approved
DIMETOMORPHE +FOLPEL,DENIM,RAYEN PHYTAGRI,SHARDA CROPCHEM,DIMETOMORPHE,DIMETOMORPHE,DIMETHOMOPHE,FOLPEL,FOLPEL,FOLPEL,,,,,,,RAYEN PHYTAGRI,SHARDA CROPCHEM,Not Approved
DIMETOMORPHE +FOLPEL,FLOPY DUO,AGRINOVA,SHARDA CROPCHEM,DIMETOMORPHE,DIMETOMORPHE,DIMETHOMOPHE,FOLPEL,FOLPEL,FOLPEL,,,,,,,AGRINOVA,SHARDA CROPCHEM,Not Approved
DIMETOMORPHE +FOLPEL,MORPHEE 71.3 WG,BIOPROTECTION,AAKO,DIMETOMORPHE,DIMETOMORPHE,DIMETHOMOPHE,FOLPEL,FOLPEL,FOLPEL,,,,,,,BIOPROTECTION,AAKO,Not Approved
DINOCAP MEPTYL + MYCLOBUTANIL,AGRIKAR STAR,ATLAS AGRICOLE,DOW AGROSCIENCES,DINOCAP MEPTYL,DINOCAP MEPTYL,DINOCAP-MEPTYL,MYCLOBUTANIL,MYCLOBUTANIL,MYCLOBUTANIL,,,,,,,ATLAS,DOW AGROSCIENCES,Not Approved
DINOCAP MEPTYL + MYCLOBUTANIL,SABITHANE GOLD,PROMOCHIMIE,DOW AGROSCIENCES,DINOCAP MEPTYL,DINOCAP MEPTYL,DINOCAP-MEPTYL,MYCLOBUTANIL,MYCLOBUTANIL,MYCLOBUTANIL,,,,,,,PROMOCHIMIE,DOW AGROSCIENCES,Not Approved
DITHIANON + PYRACHLOSTROBIN,MACCANI,COTUGRAIN IMPEX,BASF,DITHIANON,DITHIANON,DITHIANON,PYRACHLOSTROBIN,PYRACHLOSTROBIN,PYRACLOSTROBINE,,,,,,,COTUGRAIN IMPEX,BASF,
DITHIANON,DELAN 500 SC,BIOPROTECTION,BASF,DITHIANON,DITHIANON,DITHIANON,,,,,,,,,,BIOPROTECTION,BASF,
DODINE,EFLUZIN 400 SC,SEPCM,ARYSTA LIFE SCIENCE BENELUX / BELGIQUE/ARYSTA,DODINE,DODINE,DODINE,,,,,,,,,,SEPCM,ARYSTA LIFE BENELUX BELGIQUE ARYSTA,
DODINE,SYLLIT 400 SC,PROTAGRI,ARYSTA LIFE SCIENCE BENELUX / BELGIQUE/UPL,DODINE,DODINE,DODINE,,,,,,,,,,PROTAGRI,ARYSTA LIFE BENELUX BELGIQUE UPL,
AUREBASIDIUMPILLULAN(2 SOUCHES) :DSM 14940 +DSM 14941,BLOSSOM PROTECT,STIMA,BIO FERM,DSM 14940,DSM 14940,DSM 14940,DSM 14941,DSM 14941,DSM 14941,,,,,,,STIMA,BIO FERM,
E3Z8Z11-14AC + BHT,PHERONORM-TUTA,STIMA,ANDERMATT BIOCONTROL AG,E3Z8Z11-14AC,E3Z8Z11-14AC,E3Z8Z11-14AC,BHT,BHT,BHT,,,,,,,STIMA,ANDERMATT BIOCONTROL AG,
EMAMECTIN BENZOATE + SPINOSAD,SMECTO SC,NEGANOR FFT,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,SPINOSAD,SPINOSAD,SPINOSADE,,,,,,,NEGANOR FFT,SHANDONG WEIFANG RAINBOW,
EMAMECTIN BENZOATE + SPINOSAD,SPANVIC PLUS SC,UNIAGRO,SHANDONG,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,SPINOSAD,SPINOSAD,SPINOSADE,,,,,,,UNIAGRO,SHANDONG,
EMAMECTIN BENZOATE + PYRIPROXYFEN,PROXYSAFE EC,PLANETE VERTE,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,PYRIPROXYFEN,PYRIPROXYFEN,PYRIPROXYFENE,,,,,,,PLANETE VERTE,SHANDONG WEIFANG RAINBOW,
EMAMECTIN BENZOATE,EMAMECTIN SG,FERTIPLANT,KRISHI RASAYAM,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,,,,FERTIPLANT,KRISHI RASAYAM,
EMAMECTIN BENZOATE,JEMSTAR,FERTIPLANT,KRISHLIFESCIENCE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,,,,FERTIPLANT,KRISHLIFESCIENCE,
EMAMECTIN BENZOATE,PROACT 50 EC,TASMID,ASTRACHEM,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,,,,TASMID,ASTRACHEM,
EMAMECTIN BENZOATE,PROCLAIM 05 SG,BIOPROTECTION,SYNGENTA,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,,,,BIOPROTECTION,SYNGENTA,
EMAMECTIN BENZOATE,PROFAST EC,PLANETE VERTE,ASTRACHEM/ASTRANOVA,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,,,,PLANETE VERTE,ASTRACHEM ASTRANOVA,
EPOXICONAZOLE + THIOPHANATE-METHYL,DUETT ULTRA EC,AGRIPROTEC,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,THIOPHANATE-METHYL,THIOPHANATE-METHYL,THIOPHANATE-METHYL,,,,,,,AGRIPROTEC,BASF,Not Approved
EPOXICONAZOLE + THIOPHANATE-METHYL,REX DUO,STIMA,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,THIOPHANATE-METHYL,THIOPHANATE-METHYL,THIOPHANATE-METHYL,,,,,,,STIMA,BASF,Not Approved
EPOXICONAZOLE,CERIAZOLE SC,AGRIPROTEC,NUFARM,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,AGRIPROTEC,NUFARM,Not Approved
EPOXICONAZOLE,EPONEO,AMINCO,CHEMINOVA,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,AMINCO,CHEMINOVA,Not Approved
EPOXICONAZOLE,NUPOXYN,EL MOUSSEM AGRICOLE,NUFARM,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,EL MOUSSEM,NUFARM,Not Approved
EPOXICONAZOLE,OPUS,STIMA,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,STIMA,BASF,Not Approved
EPOXICONAZOLE,ORAGE,SANABEL AGRO,SINON CORPORATION,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,SANABEL AGRO,SINON CORPORATION,Not Approved
EPOXICONAZOLE,RUBRIC,AGROSYSTEMES,CHEMINOVA,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,AGROSYSTEMES,CHEMINOVA,Not Approved
EPOXICONAZOLE,SCOOBY DOO,AMINCO,GLOBACHEM,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,AMINCO,GLOBACHEM,Not Approved
EPOXICONAZOLE,SOPRANO,SEPCM,AAKO,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,SEPCM,AAKO,Not Approved
EPOXICONAZOLE,SPIKE,AGROSYSTEMES,GLOBACHEM,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,,,,AGROSYSTEMES,GLOBACHEM,Not Approved
EPOXICONAZOLE + DIMOXYSTROBINE,SWING GOLD,STIMA,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,DIMOXYSTROBINE,DIMOXYSTROBINE,DIMOXYSTROBINE,,,,,,,STIMA,BASF,Not Approved
EPOXICONAZOLE + FENPROPIMORPH,EPIC TOP SE,COTUGRAIN,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,FENPROPIMORPH,FENPROPIMORPH,FENPROPIMORPHE,,,,,,,COTUGRAIN,BASF,Not Approved
EPOXICONAZOLE+FLUXAPYROXAD(XEMIUM),ADEXAR XTRA EC,STIMA,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,FLUXAPYROXAD (XEMIUM),FLUXAPYROXAD (XEMIUM),FLUXAPYROXAD (XEMIUM),,,,,,,STIMA,BASF,Not Approved
EPOXICONAZOLE + KRESOXIM METHYL,OGAM,STIMA,BASF-ESPAGNOLA,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,KRESOXIM METHYL,KRESOXIM METHYL,KREOXIM-METHYL,,,,,,,STIMA,BASF ESPAGNOLA,Not Approved
EPOXICONAZOLE + KRESOXIM-METHYL,ALLEGRO,AGRIMATCO,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,KRESOXIM-METHYL,KRESOXIM-METHYL,KREOXIM-METHYL,,,,,,,AGRIMATCO,BASF,Not Approved
EPOXICONAZOLE + METCONAZOLE,OSIRIS,AGRIPROTEC,BASF,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,METCONAZOLE,METCONAZOLE,METCONAZOLE,,,,,,,AGRIPROTEC,BASF,Not Approved
ESTERS SULFURIQUES,HURRICAINE,EL MOUSSEM,SOCIETE OCCITANE DE FABRICATIONS ET,ESTERS SULFURIQUES,ESTERS SULFURIQUES,ESTERS SULFURIQUES,,,,,,,,,,EL MOUSSEM,SOCIETE OCCITANE DE FABRICATIONS ET,
ETHAMETSULFURON METHYL,MUSTER 75 WG,SSCC,FMC,ETHAMETSULFURON METHYL,ETHAMETSULFURON METHYL,ETHAMETSULFURON METHYL,,,,,,,,,,SSCC,FMC,Not Approved
ETHOPROPHOS,MOCAP,SEPCM,AMVAC CHEMICAL CORPORATION),ETHOPROPHOS,ETHOPROPHOS,ETHOPROPHOS,,,,,,,,,,SEPCM,AMVAC CORPORATION,Not Approved
ETOFENPROX,TREBON EC,ATLAS AGRICOLE,SIPCAM INAGRA S.S,ETOFENPROX,ETOFENPROX,ETOFENPROX,,,,,,,,,,ATLAS AGRICOLE,SIPCAM INAGRA S.S,
ETOXAZOLE,BORNEO 10 SC,BIOPROTECTION,SUMITOMO CHEMICHAL AGRO EUROPE S.A.S,ETOXAZOLE,ETOXAZOLE,ETOXAZOLE,,,,,,,,,,BIOPROTECTION,SUMITOMO CHEMICHAL AGRO EUROPE S A S,
ETOXAZOLE (FAMILLE CHIMIQUE : OXAZOLINES),KILLMITE,BIOPROTECTION,ARYSTA LIFESCIENCE,ETOXAZOLE,ETOXAZOLE,ETOXAZOLE,,,,,,,,,,BIOPROTECTION,ARYSTA LIFESCIENCE,
FAMOXADONE + CYMOXANIL,CYMOFLEX WG,PROTAGRI,NANJING AGROCHEMICAL,FAMOXADONE,FAMOXADONE,FAMOXADONE,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,,,,PROTAGRI,NANJING,Not Approved
FAMOXADONE + CYMOXANIL,EQUALIZER WG,RAYEN PHYTAGRI,"SHENGNONG PESTICIDE, CO. LTD/HANGZHOUTOPAGRO BIOSCIENCE",FAMOXADONE,FAMOXADONE,FAMOXADONE,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,,,,RAYEN PHYTAGRI,SHENGNONG PESTICIDE HANGZHOUTOPAGRO BIOSCIENCE,Not Approved
FAMOXADONE + CYMOXANIL,VENUS WG,STIMA,"SHENGNONG PESTICIDE, CO. LTD/HANGZHOUTOPAGRO BIOSCIENCE",FAMOXADONE,FAMOXADONE,FAMOXADONE,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,,,,STIMA,SHENGNONG PESTICIDE HANGZHOUTOPAGRO BIOSCIENCE,Not Approved
FAMOXADONE + MANCOZEBE,CLIP,AGRIMATCO,DU PONT INTERNATIONAL/CORTEVA,FAMOXADONE,FAMOXADONE,FAMOXADONE,MANCOZEBE,MANCOZEBE,MANCOZEBE,,,,,,,AGRIMATCO,DU PONT INTERNATIONAL CORTEVA,Not Approved
FENAMIDONE + FOSETHYL-AL,VERITA,STEC,BAYER CROPSCIENCE,FENAMIDONE,FENAMIDONE,FENAMIDONE,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,,,,,,,STEC,BAYER CROPSCIENCE,
FENAZAQUIN,MAGISTER,SEPCM,GOWAN ESPAGNE,FENAZAQUIN,FENAZAQUIN,FENAZAQUIN,,,,,,,,,,SEPCM,GOWAN ESPAGNE,
FENAZAQUIN,PRIDE 200,INNOVA,GOWAN ESPAGNE,FENAZAQUIN,FENAZAQUIN,FENAZAQUIN,,,,,,,,,,INNOVA,GOWAN ESPAGNE,
FENAZAQUIN 20%,QUEEN PRO SC,SHARDA CROPCHEM LIMITED TUNISIA,SHARDA CROPCHEM LIMITED INDE,FENAZAQUIN 20%,FENAZAQUIN 20%,FENAZAQUIN,,,,,,,,,,SHARDA CROPCHEM,SHARDA CROPCHEM INDE,
FENAZAQUIN 20%,QUEEN SC,SHARDA CROPCHEM LIMITED TUNISIA,SHARDA CROPCHEM LIMITED INDE,FENAZAQUIN 20%,FENAZAQUIN 20%,FENAZAQUIN,,,,,,,,,,SHARDA CROPCHEM,SHARDA CROPCHEM INDE,
FENHEXAMIDE,TELDOR,PROMOCHIMIE,BAYER CROPSCIENCE,FENHEXAMIDE,FENHEXAMIDE,FENHEXAMIDE,,,,,,,,,,PROMOCHIMIE,BAYER CROPSCIENCE,
FÉNOXAPROP-P-ETHYL,FOXTROT,AGROSYSTEMES,FMC,FÉNOXAPROP-P-ETHYL,FÉNOXAPROP-P-ETHYL,FENOXAPROP-P-ETHYL,,,,,,,,,,AGROSYSTEMES,FMC,
FÉNOXAPROP-P-ETHYL + IODOSULFURON-MÉTHYL SODIUM + MÉFENPYR - DIÉTHYL,HUSSAR EVOLUTION,AGRIPROTEC,BAYER CROPSCIENCE,FÉNOXAPROP-P-ETHYL,FÉNOXAPROP-P-ETHYL,FENOXAPROP-P-ETHYL,IODOSULFURON-MÉTHYL SODIUM,IODOSULFURON-MÉTHYL SODIUM,IODOSULFURON – METHYL SODIUM,MÉFENPYR - DIÉTHYL,MÉFENPYR - DIÉTHYL,MEFEMPYR DIETHYL,,,,AGRIPROTEC,BAYER CROPSCIENCE,
FÉNOXAPROP-P-ETHYL + IODOSULFURON-MÉTHYL SODIUM + MÉFENPYR - DIÉTHYL,PUMA EVOLUTION,JADWA AGROTEC,BAYER CROPSCIENCE,FÉNOXAPROP-P-ETHYL,FÉNOXAPROP-P-ETHYL,FENOXAPROP-P-ETHYL,IODOSULFURON-MÉTHYL SODIUM,IODOSULFURON-MÉTHYL SODIUM,IODOSULFURON – METHYL SODIUM,MÉFENPYR - DIÉTHYL,MÉFENPYR - DIÉTHYL,MEFEMPYR DIETHYL,,,,JADWA AGROTEC,BAYER CROPSCIENCE,
FENPROPIDINE + PROPICONAZOLE,ZENITH 575 EC,SOLAGRI,SYNGENTA,FENPROPIDINE,FENPROPIDINE,FENPROPIDINE,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,,,,,,,SOLAGRI,SYNGENTA,Not Approved
FENPROPIMORPHE + EPOXICONAZOLE + METRAFENONE,CAPALO,STIMA,BASF,FENPROPIMORPHE,FENPROPIMORPHE,FENPROPIMORPHE,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,METRAFENONE,METRAFENONE,METRAFENONE,,,,STIMA,BASF,Not Approved
FENPYRAZAMINE,PROLECTUS 50WG,SEPCM,SUMITOMO CHEMICAL AGRO EUROPE,FENPYRAZAMINE,FENPYRAZAMINE,FENPYRAZAMINE,,,,,,,,,,SEPCM,SUMITOMO AGRO EUROPE,Not Approved
FENPYROXIMATE,FLASH EVO,EL KHADRA,SIPCAM INAGRA (ANCIENTFABRICANT: NIHON NOHYAKU CO. LTD),FENPYROXIMATE,FENPYROXIMATE,FENPYROXIMATE,,,,,,,,,,EL KHADRA,SIPCAM INAGRA ANCIENTFABRICANT NIHON NOHYAKU,
FENPYROXIMATE,FLASH UM,EL KHADRA,SIPCAM INAGRA (ANCIENT FABRICANT: NIHON NOHYAKU CO. LTD),FENPYROXIMATE,FENPYROXIMATE,FENPYROXIMATE,,,,,,,,,,EL KHADRA,SIPCAM INAGRA ANCIENT FABRICANT NIHON NOHYAKU,
FENPYROXIMATE,MITACID,INNOVA,SIPCAM INAGRA (ANCIENTFABRICANT: NIHON NOHYAKU CO. LTD),FENPYROXIMATE,FENPYROXIMATE,FENPYROXIMATE,,,,,,,,,,INNOVA,SIPCAM INAGRA ANCIENTFABRICANT NIHON NOHYAKU,
FLOMETOQUIN,GLADIUS 10 SC,EL MOUSSEM AGRICOLE,"NIPPON KAYAKU CO.,LTD/SUMMIT AGRO INTERNATIONAL LTD",FLOMETOQUIN,FLOMETOQUIN,FLOMETOQUIN,,,,,,,,,,EL MOUSSEM,NIPPON KAYAKU SUMMIT AGRO INTERNATIONAL,Not Approved
FLONICAMID,FLOPUS WG,NEGANOR FFT,NANJING(D)SHA ANXI HENGTIAN BIOLOGICAL AGRICULTURE(FAB),FLONICAMID,FLONICAMID,FLONICAMID,,,,,,,,,,NEGANOR FFT,NANJING D SHA ANXI HENGTIAN BIOLOGICAL FAB,
FLONICAMID,TEPPEKI WG,AGRIPROTEC,ISK BIOSCIENCES EUROPE N.V(FABRICANT)/UPL(FOURNISSEUR),FLONICAMID,FLONICAMID,FLONICAMID,,,,,,,,,,AGRIPROTEC,ISK BIOSCIENCES EUROPE N V FABRICANT UPL FOURNISSEUR,
FLORASULAM + TRIBENURON-METHYL,GRANSTAR MAX WG,AGRIPROTEC,CHENMINOVA/FMC,FLORASULAM,FLORASULAM,FLORASULAME,TRIBENURON-METHYL,TRIBENURON-METHYL,TREBUNIRON-METHYL,,,,,,,AGRIPROTEC,CHENMINOVA FMC,
FLORASULAM + IODOSULFURON-MÉTHYL-SODIUM + DIFLUFÉNICAN,JOYSTICK WG,AGROSYSTEMES,ASCENZA AGRO,FLORASULAM,FLORASULAM,FLORASULAME,IODOSULFURON-MÉTHYL-SODIUM,IODOSULFURON-MÉTHYL-SODIUM,IODOSULFURON – METHYL SODIUM,DIFLUFÉNICAN,DIFLUFÉNICAN,DIFLUFENICAN,,,,AGROSYSTEMES,ASCENZA AGRO,
FLORASULAME,CLYDE SG,AGRIPROTEC,ALBAUGH EUROPE SARL,FLORASULAME,FLORASULAME,FLORASULAME,,,,,,,,,,AGRIPROTEC,ALBAUGH EUROPE,
FLOROSULAME + FLUMETSULAM,DERBY,PROMOCHIMIE,DOW AGROSCIENCES/ CORTEVA,FLOROSULAME,FLOROSULAME,FLORASULAME,FLUMETSULAM,FLUMETSULAM,FLUMETSULAM,,,,,,,PROMOCHIMIE,DOW AGROSCIENCES CORTEVA,Not Approved
FLUAZAINDOLZINE,SALIBRO 500 SC,AGRIPROTEC,CORTEVA,FLUAZAINDOLZINE,FLUAZAINDOLZINE,FLUAZAINDOLZINE,,,,,,,,,,AGRIPROTEC,CORTEVA,Pending
FLUAZAINDOLZINE,SALIBRO 500 SC,BARAKA AGRICOLE,CORTEVA,FLUAZAINDOLZINE,FLUAZAINDOLZINE,FLUAZAINDOLZINE,,,,,,,,,,BARAKA,CORTEVA,Pending
FLUAZIFOP-P-BUTYL,BENFURON,AGRIMED DISTRIBUTION,SHARDA CROPCHEM LIMITED INDE,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,,,,,,,,,,AGRIMED DISTRIBUTION,SHARDA CROPCHEM INDE,
FLUAZIFOP-P-BUTYL,FOUIR,EL KHADRA,SHARDA CROPCHEM LIMITED INDE,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,,,,,,,,,,EL KHADRA,SHARDA CROPCHEM INDE,
FLUAZIFOP-P-BUTYL,FOUZILE EC,ETS MEZGHANI,INDUST. QUIMICA KEY,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,,,,,,,,,,ETS MEZGHANI,INDUST QUIMICA KEY,
FLUAZIFOP-P-BUTYL,TRIVKO,SOLAGRI,SYNGENTA,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYL,,,,,,,,,,SOLAGRI,SYNGENTA,
FLUAZINAM,FOLY,SEPCM,AAKO,FLUAZINAM,FLUAZINAM,FLUAZINAM,,,,,,,,,,SEPCM,AAKO,
FLUAZINAM,NANDO,BIOPROTECTION,NUFARM,FLUAZINAM,FLUAZINAM,FLUAZINAM,,,,,,,,,,BIOPROTECTION,NUFARM,
FLUBENDIAMIDE,FAME 480 SC,ATLAS AGRICOLE,BAYER,FLUBENDIAMIDE,FLUBENDIAMIDE,FLUBENDIAMIDE,,,,,,,,,,ATLAS,BAYER,Not Approved
FLUBENDIAMIDE,TAKITOP WG,STÉ EL KHADRA,"EASTCHEM CO,LTD CHINE",FLUBENDIAMIDE,FLUBENDIAMIDE,FLUBENDIAMIDE,,,,,,,,,,STE EL KHADRA,EASTCHEM CHINE,Not Approved
FLUBENDIAMIDE,TAKUMI 20 WG,EL MOUSSEM AGRICOLE,NIHON NOHYAKU / NICHINO EUROPE,FLUBENDIAMIDE,FLUBENDIAMIDE,FLUBENDIAMIDE,,,,,,,,,,EL MOUSSEM,NIHON NOHYAKU NICHINO EUROPE,Not Approved
FLUCARBAZONE-SODIUM,EVEREST 70 WG,AGRIPROTEC,ARYSTA LIFESCIENCE,FLUCARBAZONE-SODIUM,FLUCARBAZONE-SODIUM,FLUCARBAZONE-SODIUM,,,,,,,,,,AGRIPROTEC,ARYSTA LIFESCIENCE,Not Approved
FLUCARBAZONE-SODIUM,VULCANO,AGRIPROTEC,ARYSTA LIFESCIENCE,FLUCARBAZONE-SODIUM,FLUCARBAZONE-SODIUM,FLUCARBAZONE-SODIUM,,,,,,,,,,AGRIPROTEC,ARYSTA LIFESCIENCE,Not Approved
FLUDIOXONIL + SEDAXANE,VIBRANCE DUO FS,BIOPROTECTION,SYNGENTA,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,SEDAXANE,SEDAXANE,SEDAXANE,,,,,,,BIOPROTECTION,SYNGENTA,
FLUDIOXONIL +CYPRODINIL,CHORUS DOUBLE,BIOPROTECTION,SYNGENTA,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,CYPRODINIL,CYPRODINIL,CYPRODINIL,,,,,,,BIOPROTECTION,SYNGENTA,
FLUDIOXONIL +CYPRODINIL,"SWITCH 62,5 WG",BIOPROTECTION,SYNGENTA,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,CYPRODINIL,CYPRODINIL,CYPRODINIL,,,,,,,BIOPROTECTION,SYNGENTA,
FLUFENOXURON,QATAR,AGROSYSTEMES,GLOBACHEM,FLUFENOXURON,FLUFENOXURON,FLUFENOXURON,,,,,,,,,,AGROSYSTEMES,GLOBACHEM,Not Approved
FLUMETSULAM,BROADSTRIKE WG,PROMOCHIMIE,DOW AGROSCIENCE,FLUMETSULAM,FLUMETSULAM,FLUMETSULAM,,,,,,,,,,PROMOCHIMIE,DOW AGROSCIENCE,Not Approved
FLUOPICOLIDE + PROPAMOCARBHYDROCHLORIDE,PICOCARB SC,UNIAGRO,SHANDONG WEIFANG,FLUOPICOLIDE,FLUOPICOLIDE,FLUOPICOLIDE,PROPAMOCARBHYDROCHLORIDE,PROPAMOCARBHYDROCHLORIDE,PROPAMOCARB HYDROCHLORIDE,,,,,,,UNIAGRO,SHANDONG WEIFANG,
FLUOPYRAM + TRIFLOXYSTROBINE,LUNA SENSATION,ATLAS AGRICOLE,BAYER CROPSCIENCE,FLUOPYRAM,FLUOPYRAM,FLUOPYRAM,TRIFLOXYSTROBINE,TRIFLOXYSTROBINE,TRIFLOXYSTROBINE,,,,,,,ATLAS AGRICOLE,BAYER CROPSCIENCE,
FLUOPYRAM + TEBUCONAZOLE,LUNA EXPERIENCE 400 SC,SEPCM,BAYER CROPSCIENCE,FLUOPYRAM,FLUOPYRAM,FLUOPYRAM,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,SEPCM,BAYER CROPSCIENCE,
FLUOPYRAM + TEBUCONAZOLE,MOON EXPERIENCE SC,ATLAS AGRICOLE,BAYER CROPSCIENCE,FLUOPYRAM,FLUOPYRAM,FLUOPYRAM,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,ATLAS,BAYER CROPSCIENCE,
FLUOPYRAM,VELUM PRIME 400 SC,ATLAS AGRICOLE,BAYER AG,FLUOPYRAM,FLUOPYRAM,FLUOPYRAM,,,,,,,,,,ATLAS,BAYER AG,
